transaction_id,customer_id,timestamp,amount,transaction_type,device_type,ip_address,merchant_category,merchant_country,international,account_age_days,failed_logins,device_fingerprint,fraud
2076.0,1920.0,2023-07-13,109.16,POS Purchase,,192.168.124.70,Others,US,0.0,1150.0,,DF-590080,0.0
2077.0,4430.0,,131.15,ATM Withdrawal,Tablet,192.168.38.175,,CN,1.0,2997.0,,DF-364174,0.0
2078.0,1339.0,2023-09-30,94.42,,Desktop,192.168.90.36,Others,,,2326.0,0.0,DF-236931,0.0
2079.0,1388.0,2023-12-18,90.26,POS Purchase,Tablet,192.168.187.80,Travel,UK,0.0,3604.0,1.0,DF-971459,0.0
2080.0,3624.0,2023-05-24,10.74,ATM Withdrawal,Desktop,192.168.201.131,Food,IN,1.0,762.0,1.0,DF-194372,1.0
2081.0,4760.0,2023-01-16,231.38,Online Purchase,Mobile,192.168.22.141,Electronics,IN,0.0,2602.0,2.0,,0.0
2082.0,3050.0,2023-10-29,114.62,ATM Withdrawal,Desktop,192.168.4.193,Retail,FR,0.0,3606.0,1.0,DF-282452,
2083.0,4500.0,2023-09-02,43.33,Online Purchase,Tablet,192.168.109.151,Electronics,UK,0.0,3919.0,2.0,DF-605243,0.0
2084.0,2165.0,2023-04-17,338.6,Transfer,Desktop,192.168.17.26,Electronics,US,0.0,3192.0,0.0,DF-349024,0.0
,,2023-03-29,324.46,Transfer,Tablet,192.168.23.28,Food,UK,0.0,2782.0,1.0,DF-702414,
2086.0,4741.0,2023-05-09,133.26,POS Purchase,Mobile,192.168.138.239,Retail,CN,1.0,3812.0,1.0,DF-478566,0.0
2087.0,3033.0,,70.89,POS Purchase,Tablet,192.168.145.122,Retail,CN,0.0,2849.0,1.0,DF-727535,1.0
2088.0,3371.0,,203.27,POS Purchase,Mobile,192.168.127.111,,FR,,605.0,1.0,DF-802709,0.0
2089.0,1145.0,2023-11-23,67.98,Transfer,Tablet,192.168.116.131,Food,DE,0.0,871.0,,DF-962615,0.0
2090.0,2981.0,2023-11-02,53.84,Online Purchase,Mobile,192.168.32.205,Others,US,0.0,2821.0,1.0,DF-972461,0.0
2091.0,1292.0,2023-04-05,262.25,POS Purchase,Tablet,192.168.235.247,Retail,IN,0.0,1792.0,2.0,DF-601166,0.0
2092.0,4736.0,2023-07-28,8.23,POS Purchase,Mobile,192.168.41.159,Others,CN,0.0,2068.0,0.0,DF-888558,0.0
2093.0,1431.0,2023-08-13,19.91,,Mobile,192.168.251.178,Travel,FR,0.0,2244.0,1.0,DF-337568,0.0
2094.0,1704.0,2023-12-14,1.36,Online Purchase,Mobile,192.168.124.3,Food,UK,0.0,3352.0,3.0,DF-760443,0.0
2095.0,3996.0,2023-11-17,33.2,ATM Withdrawal,Tablet,192.168.19.212,Others,IN,1.0,3548.0,1.0,DF-221618,0.0
2096.0,2998.0,2023-02-16,14.3,POS Purchase,,192.168.194.216,,DE,0.0,1239.0,1.0,DF-640536,0.0
2097.0,3632.0,2023-06-30,1094.65,ATM Withdrawal,Mobile,192.168.67.189,Retail,UK,0.0,2326.0,1.0,DF-616742,0.0
2098.0,1398.0,2023-04-16,68.16,ATM Withdrawal,Desktop,192.168.57.174,Others,IN,0.0,,0.0,DF-630897,0.0
2099.0,3864.0,2023-07-18,32.33,POS Purchase,Mobile,192.168.202.79,Others,FR,0.0,369.0,4.0,DF-271518,0.0
2100.0,4960.0,2023-04-16,55.15,Transfer,Desktop,,Travel,DE,0.0,3547.0,1.0,DF-798862,
2101.0,4415.0,2023-10-07,550.17,POS Purchase,Mobile,192.168.133.94,Food,,0.0,3239.0,1.0,DF-208364,0.0
2102.0,1963.0,2023-09-17,146.86,Online Purchase,Tablet,192.168.167.204,Electronics,UK,0.0,2186.0,,DF-258271,0.0
2103.0,4211.0,2023-04-18,,Online Purchase,Desktop,192.168.150.179,Travel,UK,0.0,2907.0,1.0,DF-127921,1.0
2104.0,3234.0,2023-01-19,413.33,POS Purchase,Tablet,192.168.3.164,Travel,FR,1.0,2494.0,0.0,DF-867422,0.0
2105.0,3041.0,2023-10-23,100.5,ATM Withdrawal,Desktop,192.168.169.228,Travel,FR,0.0,2503.0,2.0,DF-477539,0.0
2106.0,2828.0,2023-11-02,81.6,Online Purchase,Desktop,192.168.43.224,Retail,DE,0.0,1097.0,0.0,DF-637905,0.0
2107.0,,2023-06-20,46.46,Online Purchase,Desktop,192.168.124.247,Others,,0.0,1995.0,2.0,DF-472035,0.0
2108.0,1938.0,2023-11-27,94.9,POS Purchase,Desktop,192.168.41.28,Food,US,0.0,371.0,1.0,DF-256250,0.0
2109.0,4451.0,2023-07-14,76.16,POS Purchase,Tablet,192.168.228.146,Retail,,1.0,3080.0,0.0,DF-545199,0.0
2110.0,1709.0,2023-01-12,,Transfer,Desktop,192.168.242.211,Travel,UK,0.0,3950.0,1.0,DF-915501,0.0
2111.0,1806.0,2023-07-14,68.38,POS Purchase,Mobile,192.168.159.43,Food,CN,0.0,2278.0,3.0,DF-704093,0.0
2112.0,2463.0,2023-10-10,172.17,POS Purchase,Mobile,192.168.54.79,Retail,CN,0.0,2455.0,0.0,DF-169197,0.0
2113.0,4390.0,2023-07-01,13.63,Online Purchase,Desktop,,Electronics,IN,0.0,1157.0,2.0,DF-753702,1.0
2114.0,2325.0,2023-11-01,42.46,Online Purchase,Tablet,192.168.173.203,Travel,FR,0.0,2535.0,0.0,DF-555404,0.0
2115.0,4415.0,2023-05-24,104.65,Online Purchase,Tablet,192.168.172.20,Retail,US,1.0,1020.0,1.0,DF-242647,0.0
2116.0,1010.0,2023-11-12,552.76,ATM Withdrawal,Desktop,192.168.77.228,Retail,CN,0.0,3516.0,1.0,DF-956077,0.0
2117.0,2085.0,2023-07-01,94.72,Online Purchase,Tablet,192.168.149.29,,IN,0.0,2978.0,1.0,,0.0
2118.0,2868.0,2023-01-30,218.17,Online Purchase,Tablet,192.168.22.4,Electronics,CN,0.0,661.0,3.0,DF-405260,0.0
2119.0,3273.0,2023-03-25,58.9,POS Purchase,Tablet,192.168.62.220,Others,CN,1.0,1455.0,0.0,DF-538085,0.0
2120.0,4224.0,2023-06-15,27.17,Transfer,Desktop,192.168.58.221,Electronics,US,0.0,1443.0,3.0,DF-884189,0.0
2121.0,4782.0,2023-10-11,12.06,Online Purchase,,192.168.81.237,Travel,US,0.0,1415.0,,DF-724682,0.0
,3611.0,2023-10-08,72.89,Transfer,Mobile,192.168.241.252,Others,US,0.0,1487.0,0.0,DF-389125,
2123.0,1771.0,2023-04-06,34.31,Online Purchase,Mobile,,Retail,US,0.0,3484.0,0.0,DF-276602,0.0
2124.0,2594.0,2023-09-23,,Online Purchase,Mobile,192.168.38.252,Electronics,CN,0.0,1081.0,0.0,DF-985834,0.0
2125.0,2607.0,2023-10-25,286.06,Transfer,Mobile,192.168.208.2,Electronics,US,1.0,3208.0,0.0,DF-396862,0.0
2126.0,4731.0,2023-10-23,3.19,POS Purchase,Tablet,192.168.169.70,Others,IN,,1845.0,2.0,DF-594898,0.0
2127.0,4932.0,,163.2,Online Purchase,Tablet,192.168.154.155,Retail,US,0.0,2018.0,0.0,DF-546192,0.0
2128.0,4646.0,2023-11-29,,Transfer,Tablet,192.168.235.181,Electronics,IN,0.0,2617.0,3.0,DF-405656,0.0
2129.0,2333.0,2023-12-27,141.27,Online Purchase,Desktop,192.168.222.14,Others,,0.0,3287.0,0.0,DF-774626,0.0
2130.0,1884.0,2023-02-11,165.49,ATM Withdrawal,Tablet,192.168.246.180,Electronics,UK,0.0,2272.0,2.0,DF-686624,0.0
2131.0,4314.0,2023-10-30,75.19,ATM Withdrawal,,192.168.239.71,Retail,CN,0.0,3247.0,3.0,DF-270063,0.0
2132.0,4564.0,2023-09-03,69.94,ATM Withdrawal,Tablet,192.168.69.219,,DE,0.0,801.0,3.0,,0.0
2133.0,,2023-07-27,264.4,ATM Withdrawal,Mobile,192.168.3.93,Food,US,0.0,901.0,0.0,DF-495226,0.0
2134.0,4401.0,2023-08-25,,POS Purchase,Tablet,192.168.234.144,Others,CN,0.0,2766.0,1.0,DF-231565,0.0
,4178.0,2023-01-22,42.78,ATM Withdrawal,Mobile,192.168.33.123,,UK,0.0,157.0,0.0,DF-976465,0.0
2136.0,1225.0,2023-07-04,20.54,,Tablet,192.168.133.35,Electronics,,0.0,1949.0,0.0,DF-413147,0.0
2137.0,1824.0,,456.16,Online Purchase,Mobile,192.168.98.230,Retail,IN,0.0,135.0,0.0,DF-221335,0.0
2138.0,3265.0,2023-12-29,,Transfer,Mobile,192.168.166.79,Electronics,US,0.0,,0.0,DF-746471,0.0
2139.0,1936.0,2023-10-10,160.29,ATM Withdrawal,Desktop,192.168.65.135,,DE,1.0,2429.0,0.0,DF-803089,0.0
2140.0,,2023-02-10,89.11,POS Purchase,Tablet,192.168.142.190,,US,0.0,1436.0,1.0,DF-498159,0.0
,3553.0,2023-12-02,26.89,ATM Withdrawal,Mobile,192.168.90.79,Retail,US,,3824.0,0.0,DF-372494,0.0
2142.0,3306.0,2023-06-11,177.99,ATM Withdrawal,Tablet,192.168.192.58,Food,IN,0.0,3450.0,2.0,DF-277973,0.0
2143.0,2911.0,2023-06-09,148.95,POS Purchase,,192.168.9.6,Others,IN,0.0,1534.0,2.0,DF-359585,0.0
2144.0,4845.0,2023-03-30,45.38,POS Purchase,Desktop,192.168.111.201,Electronics,CN,0.0,2911.0,3.0,DF-591519,0.0
2145.0,,2023-11-18,120.25,POS Purchase,Desktop,192.168.75.208,Travel,US,0.0,2391.0,0.0,DF-186556,0.0
,2796.0,2023-01-12,318.86,POS Purchase,Desktop,192.168.236.11,Travel,DE,0.0,3624.0,0.0,DF-164271,0.0
2147.0,1053.0,2023-03-14,178.53,POS Purchase,Desktop,192.168.78.45,Others,FR,0.0,3980.0,0.0,,0.0
2148.0,4118.0,2023-03-17,20.39,POS Purchase,Mobile,192.168.242.31,,IN,,1030.0,0.0,,
2149.0,1726.0,2023-12-12,158.82,Online Purchase,Tablet,192.168.159.114,Retail,DE,,3461.0,1.0,DF-317833,0.0
2150.0,3736.0,2023-07-20,242.63,,,,Electronics,IN,0.0,3422.0,1.0,DF-160730,0.0
2151.0,2544.0,2023-01-10,314.72,ATM Withdrawal,Desktop,192.168.113.125,Electronics,US,0.0,413.0,,DF-519210,0.0
,4170.0,2023-12-18,198.37,POS Purchase,Desktop,192.168.89.60,Others,UK,0.0,1031.0,2.0,DF-980370,0.0
2153.0,2043.0,2023-08-14,33.13,,Tablet,192.168.196.243,Food,US,0.0,,1.0,,0.0
2154.0,,,247.69,POS Purchase,Mobile,192.168.60.101,Electronics,FR,0.0,1423.0,0.0,DF-375479,1.0
2155.0,2776.0,2023-10-03,,Online Purchase,,192.168.113.173,Travel,US,0.0,1901.0,1.0,DF-783858,0.0
2156.0,2596.0,2023-02-08,4.95,Transfer,Mobile,192.168.195.91,Others,CN,1.0,1119.0,0.0,DF-499007,0.0
2157.0,2914.0,2023-03-01,106.12,Online Purchase,Mobile,192.168.182.128,Electronics,US,0.0,915.0,0.0,DF-389609,0.0
2158.0,4561.0,2023-03-07,80.98,Transfer,Tablet,192.168.204.106,Retail,CN,0.0,,0.0,DF-883029,0.0
2159.0,3466.0,2023-11-17,221.38,Transfer,Tablet,192.168.194.48,Others,US,0.0,3745.0,0.0,DF-255888,0.0
,3737.0,2023-05-04,48.7,POS Purchase,Tablet,192.168.241.24,Travel,DE,0.0,1469.0,1.0,DF-751959,0.0
2161.0,1849.0,2023-06-13,178.75,Online Purchase,Desktop,192.168.233.15,Retail,US,0.0,100.0,2.0,DF-900095,0.0
2162.0,3109.0,2023-06-08,488.84,Transfer,Tablet,192.168.212.140,Others,DE,0.0,1978.0,,DF-176630,0.0
2163.0,4216.0,2023-02-26,319.7,,Mobile,192.168.179.107,Others,DE,0.0,3162.0,1.0,DF-364544,0.0
2164.0,3263.0,2023-03-19,508.82,POS Purchase,Tablet,192.168.163.199,Electronics,CN,0.0,473.0,,DF-320509,0.0
2165.0,1002.0,2023-07-13,,POS Purchase,,192.168.43.82,,US,1.0,3046.0,1.0,DF-157437,0.0
2166.0,1159.0,2023-10-12,2.15,POS Purchase,Mobile,192.168.46.123,Others,US,0.0,3415.0,0.0,,0.0
2167.0,4810.0,2023-01-15,194.96,POS Purchase,Tablet,192.168.79.75,Travel,DE,0.0,2560.0,3.0,DF-453999,
2168.0,1780.0,2023-01-12,106.49,ATM Withdrawal,,192.168.19.145,Retail,US,0.0,3345.0,0.0,DF-120394,0.0
2169.0,4191.0,2023-04-11,,Transfer,Mobile,192.168.181.11,Electronics,US,0.0,3922.0,0.0,DF-710356,0.0
2170.0,1892.0,2023-06-05,58.02,ATM Withdrawal,Tablet,192.168.111.152,Food,IN,1.0,2594.0,2.0,DF-636945,0.0
2171.0,3030.0,2023-12-06,792.97,POS Purchase,Tablet,192.168.59.243,Others,US,0.0,1423.0,3.0,DF-661024,0.0
2172.0,4160.0,2023-05-05,190.23,Transfer,Desktop,192.168.74.213,Food,,0.0,2394.0,0.0,,0.0
2173.0,3376.0,2023-12-25,315.53,Transfer,Tablet,192.168.243.109,Others,IN,0.0,3122.0,1.0,DF-790805,0.0
2174.0,1579.0,2023-10-07,17.9,,,192.168.33.140,Electronics,UK,0.0,2775.0,3.0,DF-160705,0.0
2175.0,2933.0,,40.54,POS Purchase,Tablet,192.168.237.165,Electronics,US,0.0,750.0,0.0,DF-556508,0.0
2176.0,2380.0,2023-11-30,284.1,ATM Withdrawal,Mobile,192.168.139.230,Electronics,IN,0.0,260.0,1.0,DF-446469,0.0
2177.0,4681.0,2023-12-23,4.45,Online Purchase,Desktop,192.168.35.27,Electronics,UK,0.0,3627.0,,DF-634588,0.0
,2290.0,2023-05-26,339.52,Transfer,,192.168.218.38,Retail,CN,1.0,893.0,1.0,DF-517246,0.0
2179.0,2640.0,2023-08-04,2.81,,Tablet,192.168.76.170,Retail,US,0.0,3692.0,1.0,DF-248731,0.0
2180.0,1951.0,2023-06-11,214.07,POS Purchase,Desktop,192.168.103.90,Others,CN,0.0,3570.0,0.0,DF-473511,0.0
2181.0,4394.0,2023-05-08,90.86,,Tablet,192.168.114.158,Retail,IN,0.0,,0.0,DF-686293,
2182.0,3682.0,2023-11-10,189.09,ATM Withdrawal,Mobile,192.168.1.116,Others,IN,1.0,3179.0,2.0,DF-883540,0.0
2183.0,1987.0,2023-11-28,238.17,ATM Withdrawal,Mobile,192.168.81.89,Retail,US,0.0,3910.0,0.0,DF-860979,
2184.0,4612.0,2023-05-30,83.85,Online Purchase,,192.168.244.41,Retail,US,1.0,3885.0,0.0,DF-723733,0.0
2185.0,4720.0,2023-02-05,22.85,Transfer,Desktop,192.168.30.60,Retail,DE,0.0,592.0,1.0,DF-656124,0.0
2186.0,2218.0,2023-06-22,14.44,ATM Withdrawal,Mobile,192.168.101.55,Travel,UK,0.0,798.0,0.0,DF-658622,0.0
2187.0,1920.0,2023-01-22,177.8,Transfer,Tablet,,Electronics,CN,0.0,,0.0,DF-598900,0.0
2188.0,3785.0,2023-07-25,147.07,Online Purchase,Tablet,192.168.82.127,Travel,FR,1.0,2607.0,1.0,DF-532281,0.0
2189.0,2355.0,2023-05-07,271.12,POS Purchase,Tablet,,Retail,IN,0.0,319.0,0.0,DF-651390,0.0
2190.0,1169.0,,142.56,POS Purchase,Desktop,192.168.241.156,Retail,UK,0.0,1271.0,0.0,DF-844894,0.0
2191.0,1520.0,2023-12-22,109.79,ATM Withdrawal,Tablet,192.168.208.177,Travel,US,0.0,2177.0,0.0,DF-535091,0.0
2192.0,2486.0,,101.53,Online Purchase,Tablet,192.168.49.190,Others,FR,0.0,2226.0,1.0,,1.0
2193.0,1039.0,2023-04-06,5.36,POS Purchase,Mobile,192.168.100.200,Electronics,CN,0.0,3486.0,2.0,DF-416728,0.0
2194.0,2560.0,2023-06-13,81.76,Online Purchase,Tablet,192.168.192.67,Others,CN,,3256.0,0.0,DF-104536,0.0
2195.0,4332.0,2023-05-28,746.11,Online Purchase,Desktop,192.168.249.70,Electronics,IN,1.0,424.0,0.0,DF-131335,0.0
2196.0,2418.0,2023-01-18,413.59,ATM Withdrawal,Tablet,192.168.10.13,Food,DE,1.0,405.0,4.0,DF-202160,0.0
,1954.0,2023-10-21,79.91,ATM Withdrawal,Desktop,192.168.105.210,Electronics,CN,0.0,2179.0,0.0,DF-463352,0.0
2198.0,4297.0,2023-07-14,177.25,Online Purchase,Tablet,192.168.103.130,,US,0.0,1680.0,0.0,DF-564740,0.0
2199.0,1983.0,,375.85,Online Purchase,Tablet,192.168.127.7,Electronics,IN,0.0,811.0,2.0,,0.0
2200.0,4195.0,2023-12-31,116.42,ATM Withdrawal,Tablet,,Food,IN,,2169.0,2.0,DF-359906,0.0
2201.0,1974.0,2023-05-03,3.62,Online Purchase,Desktop,192.168.228.243,Food,US,1.0,2004.0,0.0,DF-427223,0.0
2202.0,1037.0,2023-07-06,15.49,ATM Withdrawal,Mobile,192.168.170.136,Retail,DE,0.0,2488.0,1.0,DF-978359,0.0
2203.0,3375.0,2023-05-29,142.83,Transfer,Desktop,192.168.18.139,Food,US,1.0,435.0,1.0,DF-728248,0.0
2204.0,2274.0,2023-04-14,697.61,Online Purchase,Mobile,192.168.154.228,Travel,IN,1.0,2098.0,2.0,DF-619025,0.0
2205.0,4972.0,2023-08-31,236.32,ATM Withdrawal,Desktop,192.168.111.57,,UK,0.0,2709.0,0.0,DF-142761,0.0
2206.0,2199.0,2023-08-19,14.71,Online Purchase,Tablet,192.168.24.44,Travel,,0.0,1461.0,0.0,DF-717251,
2207.0,2625.0,2023-07-25,41.99,,Tablet,192.168.101.47,Travel,IN,0.0,2096.0,0.0,DF-980361,0.0
2208.0,1913.0,2023-07-17,295.09,Online Purchase,Mobile,192.168.49.80,Others,FR,0.0,1589.0,2.0,DF-316785,0.0
2209.0,,2023-12-03,368.32,POS Purchase,Mobile,192.168.43.58,Travel,IN,0.0,3639.0,,DF-167196,0.0
2210.0,1036.0,2023-03-28,192.31,,,192.168.160.102,,US,1.0,2230.0,1.0,DF-468300,0.0
2211.0,4387.0,2023-05-22,206.8,Online Purchase,Desktop,192.168.77.155,Travel,CN,0.0,330.0,0.0,DF-361749,0.0
2212.0,2711.0,,5.75,POS Purchase,Mobile,192.168.17.182,Food,US,0.0,1929.0,0.0,DF-572464,0.0
2213.0,4020.0,2023-07-18,352.67,Online Purchase,Mobile,192.168.160.115,Others,US,0.0,442.0,0.0,DF-794221,0.0
2214.0,1795.0,2023-02-15,310.49,,Desktop,192.168.105.254,Others,US,0.0,2279.0,0.0,DF-778201,0.0
2215.0,1972.0,2023-10-15,59.96,Transfer,Mobile,192.168.142.188,Others,US,0.0,2064.0,1.0,DF-576754,0.0
2216.0,1592.0,2023-01-15,246.66,Transfer,Mobile,192.168.10.163,Travel,IN,0.0,2216.0,0.0,DF-936177,0.0
2217.0,2137.0,2023-02-13,48.38,POS Purchase,Mobile,192.168.142.180,,IN,0.0,1845.0,0.0,DF-822966,0.0
2218.0,4111.0,2023-06-18,8.23,Transfer,Mobile,192.168.61.47,Others,US,0.0,2101.0,1.0,DF-198951,0.0
2219.0,2324.0,2023-11-06,44.91,,Tablet,192.168.93.249,Electronics,DE,,2089.0,,DF-560081,0.0
2220.0,3271.0,2023-02-13,39.36,Online Purchase,Tablet,192.168.142.190,Others,US,0.0,2212.0,4.0,DF-934136,0.0
2221.0,1317.0,,82.42,ATM Withdrawal,Mobile,192.168.240.86,,FR,0.0,3013.0,3.0,DF-908746,0.0
2222.0,3396.0,2023-09-18,,Online Purchase,Desktop,,Electronics,,1.0,2158.0,1.0,DF-590847,
2223.0,3162.0,2023-04-19,142.07,,Tablet,192.168.59.254,Others,US,0.0,1408.0,3.0,DF-944656,0.0
2224.0,3745.0,2023-10-10,129.54,,Desktop,192.168.239.58,Travel,FR,0.0,1123.0,4.0,DF-756594,0.0
2225.0,2346.0,2023-12-09,63.13,POS Purchase,Desktop,192.168.14.28,Others,UK,0.0,1257.0,1.0,DF-814321,0.0
2226.0,2591.0,2023-04-14,,ATM Withdrawal,Tablet,192.168.202.236,Food,IN,0.0,620.0,0.0,DF-782079,0.0
,4111.0,2023-09-13,185.83,Transfer,Desktop,192.168.209.39,Food,US,0.0,3069.0,0.0,DF-711885,0.0
2228.0,2889.0,2023-07-25,100.75,Transfer,Desktop,192.168.30.72,Others,CN,0.0,,0.0,DF-412752,0.0
2229.0,3087.0,2023-12-01,70.96,Online Purchase,Mobile,192.168.213.10,Travel,IN,1.0,740.0,3.0,DF-102830,0.0
2230.0,4930.0,2023-02-12,403.39,Online Purchase,Mobile,192.168.80.224,Travel,US,0.0,3480.0,0.0,DF-174800,0.0
2231.0,2996.0,2023-12-19,274.67,Online Purchase,Mobile,192.168.61.202,Travel,US,0.0,,0.0,DF-611636,0.0
,2772.0,2023-09-02,390.06,Online Purchase,Tablet,192.168.230.135,Others,CN,0.0,3516.0,0.0,DF-795007,0.0
2233.0,2312.0,2023-10-14,136.63,Transfer,Mobile,192.168.50.56,Others,US,0.0,826.0,2.0,DF-172709,0.0
2234.0,2285.0,2023-12-21,28.07,Online Purchase,Desktop,192.168.131.163,Retail,US,1.0,3529.0,2.0,DF-674518,0.0
2235.0,1215.0,2023-09-30,238.29,Transfer,Desktop,192.168.146.23,Food,IN,0.0,3257.0,3.0,DF-473586,0.0
2236.0,4218.0,2023-03-24,46.15,Online Purchase,Desktop,192.168.40.48,,DE,0.0,1641.0,0.0,DF-441967,0.0
,3383.0,2023-04-20,116.4,ATM Withdrawal,Desktop,192.168.209.224,,US,0.0,760.0,1.0,DF-655851,0.0
2238.0,4239.0,2023-07-09,13.44,ATM Withdrawal,,192.168.173.35,Food,US,0.0,1889.0,2.0,DF-352942,0.0
2239.0,3139.0,2023-10-15,348.95,Online Purchase,Tablet,192.168.9.246,,DE,0.0,2354.0,0.0,DF-268458,0.0
2240.0,3400.0,2023-09-08,26.92,Online Purchase,Desktop,192.168.77.134,Food,US,0.0,,3.0,DF-580638,0.0
2241.0,3618.0,2023-07-31,466.81,POS Purchase,,192.168.139.85,Retail,CN,0.0,2126.0,1.0,,0.0
2242.0,4642.0,,399.36,ATM Withdrawal,Desktop,192.168.252.218,Retail,FR,1.0,639.0,0.0,DF-269335,1.0
2243.0,3863.0,2023-05-13,124.94,Transfer,Tablet,192.168.175.164,Travel,DE,1.0,2370.0,2.0,DF-604905,0.0
2244.0,2704.0,2023-07-20,272.8,ATM Withdrawal,Tablet,192.168.202.163,Food,US,0.0,3122.0,0.0,DF-629202,0.0
2245.0,3828.0,2023-10-12,193.22,,Desktop,192.168.59.204,Electronics,UK,1.0,1497.0,2.0,DF-843076,0.0
2246.0,1362.0,2023-11-22,324.99,Online Purchase,Desktop,192.168.95.253,Others,US,0.0,1588.0,2.0,DF-975704,0.0
2247.0,3604.0,2023-04-05,113.06,ATM Withdrawal,Desktop,192.168.7.134,,FR,0.0,2549.0,1.0,DF-935671,1.0
2248.0,4416.0,2023-10-05,308.18,ATM Withdrawal,Desktop,192.168.106.170,Food,FR,0.0,1191.0,2.0,DF-941458,0.0
2249.0,2716.0,2023-11-21,124.15,,Mobile,,Others,US,0.0,259.0,2.0,,0.0
2250.0,2193.0,2023-08-07,565.93,POS Purchase,Mobile,192.168.85.173,Retail,CN,0.0,2915.0,1.0,DF-753293,0.0
2251.0,1355.0,2023-03-30,133.25,ATM Withdrawal,Tablet,192.168.33.83,Others,DE,0.0,1458.0,0.0,DF-159582,0.0
2252.0,1190.0,2023-03-13,124.21,ATM Withdrawal,Tablet,192.168.116.199,Retail,US,0.0,386.0,1.0,,0.0
2253.0,4738.0,2023-09-04,,ATM Withdrawal,Mobile,192.168.21.218,,US,,570.0,0.0,DF-348869,0.0
2254.0,3469.0,2023-05-09,344.72,Transfer,Tablet,192.168.225.148,Electronics,US,0.0,2904.0,4.0,DF-347157,0.0
2255.0,,2023-07-31,161.71,Online Purchase,Desktop,192.168.14.132,Others,IN,0.0,965.0,2.0,DF-940344,0.0
2256.0,3054.0,2023-12-09,39.64,POS Purchase,Tablet,192.168.101.144,,,0.0,3122.0,3.0,DF-200731,0.0
2257.0,3180.0,2023-04-06,126.13,Online Purchase,Tablet,192.168.199.146,Others,FR,0.0,3955.0,1.0,DF-790212,0.0
2258.0,4818.0,2023-03-16,688.86,POS Purchase,Tablet,192.168.4.22,Retail,US,0.0,1664.0,0.0,DF-764290,0.0
2259.0,1556.0,2023-02-23,279.66,POS Purchase,Mobile,192.168.82.13,,US,0.0,3676.0,1.0,DF-201303,0.0
2260.0,1825.0,2023-12-10,333.37,POS Purchase,Mobile,,Electronics,,1.0,2891.0,3.0,DF-916379,0.0
2261.0,3808.0,2023-02-23,6.68,ATM Withdrawal,Tablet,192.168.140.126,Travel,DE,0.0,2722.0,0.0,DF-783886,0.0
2262.0,2054.0,2023-08-06,126.17,POS Purchase,Desktop,192.168.149.36,Electronics,CN,0.0,556.0,1.0,DF-520998,0.0
2263.0,3582.0,2023-01-16,208.04,Online Purchase,Tablet,192.168.166.137,Travel,IN,0.0,3099.0,0.0,DF-292522,0.0
2264.0,1425.0,2023-04-09,354.43,POS Purchase,Mobile,192.168.30.170,Food,,0.0,,3.0,DF-459625,0.0
2265.0,,,10.11,Online Purchase,Desktop,192.168.98.204,Electronics,US,,652.0,1.0,DF-645101,0.0
2266.0,3719.0,2023-02-15,382.7,POS Purchase,Tablet,192.168.221.225,Others,IN,0.0,2928.0,,DF-331842,0.0
2267.0,3410.0,2023-07-12,158.99,POS Purchase,Mobile,192.168.163.34,Travel,FR,0.0,3437.0,,DF-196493,0.0
2268.0,4508.0,2023-02-27,43.96,ATM Withdrawal,Desktop,192.168.110.67,Others,US,0.0,453.0,0.0,DF-379408,0.0
2269.0,4741.0,2023-04-21,76.33,Online Purchase,,192.168.182.116,Travel,IN,0.0,2700.0,1.0,DF-588867,0.0
2270.0,2574.0,2023-05-09,66.24,POS Purchase,Mobile,192.168.195.125,Electronics,US,1.0,1928.0,0.0,DF-984165,0.0
2271.0,4998.0,2023-12-03,151.37,POS Purchase,Desktop,192.168.174.5,Electronics,IN,0.0,1908.0,2.0,DF-358217,
2272.0,3129.0,2023-07-13,10.61,Online Purchase,Tablet,192.168.118.155,Others,,,33.0,0.0,DF-425190,0.0
2273.0,3403.0,2023-12-06,34.52,POS Purchase,Desktop,192.168.29.154,Electronics,IN,0.0,,2.0,DF-779694,0.0
2274.0,4329.0,2023-11-22,335.0,Transfer,Desktop,192.168.68.107,Others,DE,1.0,693.0,1.0,DF-324404,0.0
2275.0,4789.0,,,ATM Withdrawal,Desktop,192.168.166.34,Retail,UK,0.0,,3.0,DF-933012,0.0
2276.0,1588.0,2023-01-29,53.16,Online Purchase,Mobile,192.168.102.43,Travel,IN,0.0,2964.0,0.0,DF-155889,0.0
,3012.0,2023-04-22,120.8,,Tablet,192.168.142.210,,US,0.0,567.0,0.0,DF-620074,0.0
2278.0,2547.0,2023-06-10,145.6,Transfer,Desktop,192.168.221.229,Travel,DE,1.0,1927.0,1.0,DF-194729,0.0
2279.0,1294.0,2023-05-11,,Transfer,Desktop,192.168.159.231,Retail,US,0.0,,1.0,DF-268876,0.0
2280.0,2985.0,2023-07-07,118.6,Transfer,Desktop,192.168.28.190,,DE,0.0,2437.0,1.0,DF-272471,0.0
2281.0,2247.0,2023-06-12,,Online Purchase,Mobile,192.168.5.217,Others,US,1.0,2597.0,3.0,DF-970398,0.0
2282.0,2548.0,2023-07-16,192.65,Transfer,Desktop,192.168.26.226,Electronics,US,1.0,1126.0,0.0,DF-813589,0.0
2283.0,4117.0,2023-12-30,24.0,Online Purchase,Mobile,192.168.27.132,Travel,US,0.0,2015.0,1.0,DF-312573,1.0
