transaction_id,customer_id,transaction_amount,transaction_type,transaction_time,device_type,location,merchant_category,account_age_days,num_prev_transactions,avg_transaction_amount,is_international,is_high_risk_country,failed_login_attempts,card_present,fraud
3261,4533,35.39,Online Purchase,2023-05-16 20:00:00,Mobile,Suburban,Clothing,288.0,277,182.83,0,0,0.0,0,0
3262,1133,838.81,POS Purchase,2023-05-16 21:00:00,Mobile,Urban,Clothing,327.0,424,172.91,0,0,4.0,0,0
3263,4138,15.81,Transfer,2023-05-16 22:00:00,,Suburban,Electronics,698.0,332,220.19,0,0,0.0,0,0
3264,4919,227.13,POS Purchase,2023-05-16 23:00:00,Mobile,Suburban,Electronics,1250.0,232,51.8,0,0,0.0,0,0
3265,4078,38.74,Online Purchase,2023-05-17 00:00:00,Mobile,Urban,Clothing,1657.0,430,89.34,0,0,0.0,0,0
3266,1947,252.26,POS Purchase,2023-05-17 01:00:00,Mobile,Urban,Entertainment,1468.0,443,107.83,0,0,2.0,1,0
3267,4597,244.83,POS Purchase,2023-05-17 02:00:00,Mobile,Urban,Travel,362.0,369,169.1,0,0,4.0,1,0
3268,1072,53.37,POS Purchase,2023-05-17 03:00:00,Desktop,Suburban,Food,182.0,227,293.29,0,0,0.0,1,0
3269,1398,62.84,POS Purchase,2023-05-17 04:00:00,Desktop,Suburban,Travel,1429.0,405,261.64,0,0,0.0,0,0
3270,2428,212.71,POS Purchase,2023-05-17 05:00:00,Desktop,Urban,Entertainment,163.0,387,89.17,0,0,1.0,0,0
3271,4746,98.89,POS Purchase,2023-05-17 06:00:00,Mobile,Rural,Electronics,985.0,43,85.24,1,0,4.0,0,0
3272,3625,43.27,Transfer,2023-05-17 07:00:00,Desktop,Urban,Clothing,145.0,296,141.98,0,0,0.0,0,0
3273,3906,263.11,ATM Withdrawal,2023-05-17 08:00:00,Desktop,Urban,Electronics,1120.0,254,292.9,0,0,0.0,0,0
3274,1129,33.48,Online Purchase,2023-05-17 09:00:00,Mobile,Urban,Electronics,691.0,465,62.69,1,0,0.0,0,0
3275,3978,387.09,ATM Withdrawal,2023-05-17 10:00:00,Mobile,Urban,Entertainment,1309.0,249,287.94,0,1,,1,0
3276,4537,144.59,Online Purchase,2023-05-17 11:00:00,Mobile,Suburban,Electronics,582.0,421,73.32,1,0,2.0,0,0
3277,4277,22.34,ATM Withdrawal,2023-05-17 12:00:00,Mobile,Urban,Electronics,,400,268.2,0,0,4.0,0,0
3278,2811,236.88,Online Purchase,2023-05-17 13:00:00,Mobile,Suburban,Travel,,472,252.48,0,0,3.0,0,0
3279,3001,146.45,POS Purchase,2023-05-17 14:00:00,,Suburban,Travel,68.0,272,267.05,0,0,0.0,1,0
3280,4839,70.78,ATM Withdrawal,2023-05-17 15:00:00,Mobile,Urban,Entertainment,1876.0,476,269.69,1,1,,0,0
3281,1265,109.82,Online Purchase,2023-05-17 16:00:00,Mobile,Urban,Clothing,509.0,172,81.08,0,0,3.0,0,0
3282,2560,70.86,ATM Withdrawal,2023-05-17 17:00:00,Mobile,Urban,Travel,955.0,235,238.04,0,0,2.0,1,0
3283,2985,61.04,POS Purchase,2023-05-17 18:00:00,Desktop,Urban,Electronics,1380.0,45,210.98,1,0,3.0,1,0
3284,1792,,Online Purchase,2023-05-17 19:00:00,Desktop,Urban,Food,758.0,391,266.1,0,0,1.0,1,0
3285,3300,,POS Purchase,2023-05-17 20:00:00,Tablet,Urban,Travel,1183.0,220,157.29,0,0,0.0,0,0
3286,3869,57.8,Transfer,2023-05-17 21:00:00,Mobile,Urban,Food,,142,135.77,0,0,3.0,0,0
3287,2312,230.05,Online Purchase,2023-05-17 22:00:00,Mobile,Suburban,Clothing,1679.0,232,223.34,0,0,2.0,0,0
3288,1163,230.32,POS Purchase,2023-05-17 23:00:00,Desktop,Urban,Electronics,92.0,416,95.56,0,0,,0,0
3289,1094,139.37,ATM Withdrawal,2023-05-18 00:00:00,Mobile,Rural,Travel,984.0,432,249.62,0,0,1.0,1,0
3290,2805,300.97,Transfer,2023-05-18 01:00:00,Desktop,Urban,Clothing,126.0,265,100.07,0,0,,1,0
3291,3880,368.2,ATM Withdrawal,2023-05-18 02:00:00,Tablet,Rural,Entertainment,,189,32.1,0,0,3.0,0,0
3292,2133,173.39,POS Purchase,2023-05-18 03:00:00,Desktop,Urban,Clothing,1895.0,182,174.41,1,1,0.0,1,0
3293,3383,192.96,Transfer,2023-05-18 04:00:00,Mobile,Suburban,Entertainment,1987.0,313,254.07,1,0,3.0,1,0
3294,1821,66.5,ATM Withdrawal,2023-05-18 05:00:00,Desktop,Urban,Entertainment,559.0,356,213.33,0,0,1.0,0,0
3295,1237,450.51,ATM Withdrawal,2023-05-18 06:00:00,Tablet,Urban,Travel,1499.0,190,297.0,0,0,4.0,1,0
3296,3428,4.9,Online Purchase,2023-05-18 07:00:00,Desktop,Suburban,Food,1770.0,138,59.4,0,0,,0,0
3297,4507,85.73,Online Purchase,2023-05-18 08:00:00,Mobile,Suburban,Entertainment,754.0,34,116.48,0,0,4.0,0,0
3298,3946,255.88,POS Purchase,2023-05-18 09:00:00,Tablet,Suburban,Electronics,1662.0,481,126.38,0,0,0.0,1,0
3299,3530,16.7,POS Purchase,2023-05-18 10:00:00,Tablet,Urban,Travel,1844.0,351,36.28,0,1,1.0,0,0
3300,2960,40.46,Online Purchase,2023-05-18 11:00:00,Tablet,Suburban,Entertainment,1050.0,341,32.04,0,0,3.0,0,0
3301,3949,177.97,Online Purchase,2023-05-18 12:00:00,Mobile,Urban,Travel,265.0,131,28.24,0,1,3.0,1,0
3302,2048,164.19,POS Purchase,2023-05-18 13:00:00,Desktop,Urban,Electronics,1945.0,372,134.49,0,0,3.0,0,0
3303,2676,268.59,Online Purchase,2023-05-18 14:00:00,Desktop,Suburban,Travel,1733.0,321,256.53,0,0,0.0,0,0
3304,4188,334.92,Online Purchase,2023-05-18 15:00:00,Mobile,Urban,Travel,1625.0,416,218.7,0,0,0.0,0,0
3305,3529,27.53,Online Purchase,2023-05-18 16:00:00,Desktop,Rural,Entertainment,1138.0,72,145.09,0,0,2.0,0,0
3306,4463,3.71,ATM Withdrawal,2023-05-18 17:00:00,Desktop,Urban,Clothing,1826.0,162,93.92,0,0,3.0,0,0
3307,3964,234.0,POS Purchase,2023-05-18 18:00:00,Desktop,Rural,Travel,384.0,293,24.36,0,0,0.0,0,0
3308,4041,71.73,Online Purchase,2023-05-18 19:00:00,Desktop,Suburban,Entertainment,1455.0,222,69.11,0,0,1.0,0,1
3309,1963,196.69,Online Purchase,2023-05-18 20:00:00,Mobile,Urban,Electronics,1219.0,461,128.41,0,0,0.0,0,0
3310,1536,32.63,POS Purchase,2023-05-18 21:00:00,Mobile,Urban,Electronics,1281.0,184,123.73,0,0,0.0,0,0
3311,4150,126.61,ATM Withdrawal,2023-05-18 22:00:00,Mobile,Suburban,Clothing,1420.0,94,92.62,0,0,3.0,1,0
3312,2603,140.41,POS Purchase,2023-05-18 23:00:00,Desktop,Suburban,Electronics,954.0,288,299.2,1,0,4.0,1,0
3313,4244,175.93,Online Purchase,2023-05-19 00:00:00,Mobile,Urban,Entertainment,1463.0,171,145.27,0,0,1.0,0,0
3314,2979,143.97,POS Purchase,2023-05-19 01:00:00,Desktop,Suburban,Clothing,1113.0,308,94.99,0,0,4.0,0,0
3315,4083,136.91,ATM Withdrawal,2023-05-19 02:00:00,Desktop,Urban,Entertainment,193.0,463,133.98,0,0,2.0,1,0
3316,4871,80.91,Online Purchase,2023-05-19 03:00:00,Tablet,Suburban,Clothing,1283.0,147,98.24,0,0,3.0,1,0
3317,1127,14.77,POS Purchase,2023-05-19 04:00:00,Mobile,Rural,Clothing,911.0,318,118.59,0,0,4.0,0,0
3318,4679,18.76,Online Purchase,2023-05-19 05:00:00,Desktop,Urban,Entertainment,,178,55.25,0,1,0.0,0,0
3319,1091,113.75,Online Purchase,2023-05-19 06:00:00,Tablet,Suburban,Clothing,1210.0,369,20.24,1,0,,0,0
3320,4724,87.95,Online Purchase,2023-05-19 07:00:00,Desktop,Urban,Entertainment,1047.0,141,157.65,0,0,2.0,1,0
3321,1542,145.19,POS Purchase,2023-05-19 08:00:00,Mobile,Urban,Electronics,956.0,290,156.96,0,0,2.0,1,0
3322,1845,72.72,Online Purchase,2023-05-19 09:00:00,Mobile,Suburban,Electronics,1756.0,109,63.95,0,0,1.0,0,0
3323,4603,232.89,Online Purchase,2023-05-19 10:00:00,Desktop,Urban,Travel,903.0,496,253.15,0,0,1.0,1,0
3324,2681,398.95,Online Purchase,2023-05-19 11:00:00,Mobile,Urban,Food,938.0,300,73.71,0,0,3.0,0,0
3325,4036,71.01,Online Purchase,2023-05-19 12:00:00,Desktop,Suburban,Food,,160,235.65,0,0,2.0,0,0
3326,2851,42.88,POS Purchase,2023-05-19 13:00:00,Desktop,Urban,Electronics,1427.0,60,73.28,0,0,3.0,1,0
3327,3494,,Online Purchase,2023-05-19 14:00:00,Tablet,Urban,Travel,1295.0,348,98.75,1,0,4.0,0,0
3328,1389,191.55,Online Purchase,2023-05-19 15:00:00,Mobile,Urban,Food,1787.0,71,95.57,0,0,1.0,0,1
3329,3719,117.35,ATM Withdrawal,2023-05-19 16:00:00,Desktop,Urban,Entertainment,920.0,436,84.28,1,0,3.0,0,0
3330,2884,41.65,POS Purchase,2023-05-19 17:00:00,Mobile,Urban,Entertainment,1221.0,481,286.72,0,0,2.0,0,0
3331,1042,211.76,POS Purchase,2023-05-19 18:00:00,Mobile,Suburban,Clothing,150.0,114,93.77,0,0,4.0,0,0
3332,1253,32.15,Online Purchase,2023-05-19 19:00:00,Mobile,Urban,Food,995.0,494,155.79,0,0,1.0,0,0
3333,4201,161.62,POS Purchase,2023-05-19 20:00:00,Desktop,Urban,Entertainment,31.0,205,225.85,0,0,3.0,1,0
3334,2083,149.79,Online Purchase,2023-05-19 21:00:00,Desktop,Urban,Food,147.0,333,109.36,0,0,,0,0
3335,3710,265.02,Online Purchase,2023-05-19 22:00:00,Mobile,Urban,Clothing,1701.0,305,23.28,0,0,3.0,0,0
3336,3514,11.34,POS Purchase,2023-05-19 23:00:00,Mobile,Urban,Electronics,1895.0,398,233.27,0,0,1.0,0,0
3337,3334,437.62,Transfer,2023-05-20 00:00:00,Desktop,Suburban,Travel,668.0,41,99.53,0,0,4.0,0,0
3338,4058,242.8,POS Purchase,2023-05-20 01:00:00,Desktop,Urban,Clothing,1806.0,369,264.49,0,0,0.0,0,0
3339,2540,48.7,Online Purchase,2023-05-20 02:00:00,Desktop,Rural,Clothing,1560.0,19,157.52,0,0,4.0,1,0
3340,4538,40.52,ATM Withdrawal,2023-05-20 03:00:00,Tablet,Urban,Clothing,403.0,91,194.83,0,0,3.0,1,0
3341,2953,113.01,Online Purchase,2023-05-20 04:00:00,Desktop,Urban,Travel,1161.0,67,286.27,0,0,3.0,0,0
3342,3825,340.27,ATM Withdrawal,2023-05-20 05:00:00,Mobile,Urban,Entertainment,1352.0,134,263.59,0,0,0.0,0,1
3343,3392,370.24,Online Purchase,2023-05-20 06:00:00,Mobile,Urban,Food,1486.0,65,241.94,0,0,3.0,0,0
3344,1641,146.98,Online Purchase,2023-05-20 07:00:00,Desktop,Suburban,Electronics,141.0,328,168.6,0,0,4.0,0,0
3345,3429,394.38,POS Purchase,2023-05-20 08:00:00,Desktop,Suburban,Electronics,1459.0,150,67.4,0,1,1.0,1,0
3346,4850,1.09,Transfer,2023-05-20 09:00:00,Mobile,Urban,Travel,529.0,35,255.49,0,0,4.0,0,0
3347,1689,7.16,ATM Withdrawal,2023-05-20 10:00:00,Desktop,Suburban,Electronics,704.0,139,46.31,0,0,4.0,0,0
3348,2276,485.68,POS Purchase,2023-05-20 11:00:00,Mobile,Suburban,Travel,1840.0,406,268.49,0,0,4.0,1,1
3349,2950,298.63,POS Purchase,2023-05-20 12:00:00,Tablet,Rural,Travel,,222,234.55,0,0,1.0,0,0
3350,2079,119.82,POS Purchase,2023-05-20 13:00:00,Desktop,Urban,Food,1072.0,489,244.97,0,0,3.0,0,0
3351,2486,280.17,POS Purchase,2023-05-20 14:00:00,Mobile,Urban,Food,1798.0,394,125.62,0,0,4.0,1,0
3352,1456,623.08,ATM Withdrawal,2023-05-20 15:00:00,Mobile,Urban,Travel,1073.0,384,43.79,0,0,1.0,0,0
3353,1982,295.76,Online Purchase,2023-05-20 16:00:00,Mobile,Urban,Food,1806.0,204,223.55,0,0,,0,0
3354,3130,369.5,Online Purchase,2023-05-20 17:00:00,Desktop,Suburban,Entertainment,801.0,294,293.86,0,0,1.0,1,0
3355,4976,285.93,Transfer,2023-05-20 18:00:00,Desktop,Rural,Clothing,590.0,348,260.35,0,0,1.0,0,0
3356,2122,36.84,Transfer,2023-05-20 19:00:00,Desktop,Urban,Electronics,1559.0,69,255.59,0,0,4.0,1,0
3357,1148,358.64,Online Purchase,2023-05-20 20:00:00,Mobile,Suburban,Electronics,183.0,158,197.05,0,0,0.0,1,0
3358,2352,43.41,Online Purchase,2023-05-20 21:00:00,Mobile,Rural,Electronics,1568.0,392,52.55,0,0,4.0,0,0
3359,2179,446.26,Transfer,2023-05-20 22:00:00,,Rural,Electronics,849.0,183,261.72,0,0,1.0,0,0
3360,1189,122.74,POS Purchase,2023-05-20 23:00:00,Mobile,Suburban,Entertainment,1531.0,17,82.17,0,0,1.0,0,0
3361,4565,226.01,POS Purchase,2023-05-21 00:00:00,Mobile,Suburban,,413.0,382,94.06,0,0,1.0,1,0
3362,1882,137.53,Online Purchase,2023-05-21 01:00:00,Mobile,Urban,Clothing,833.0,58,231.64,0,0,2.0,0,0
3363,3310,19.74,ATM Withdrawal,2023-05-21 02:00:00,Mobile,Rural,Travel,710.0,322,220.73,0,0,4.0,0,0
3364,4151,68.7,Online Purchase,2023-05-21 03:00:00,Desktop,Urban,Food,1251.0,223,40.32,1,0,0.0,0,0
3365,1399,823.71,Online Purchase,2023-05-21 04:00:00,Desktop,Urban,Clothing,208.0,108,90.55,0,0,3.0,1,0
3366,3811,647.38,Online Purchase,2023-05-21 05:00:00,Mobile,Urban,Electronics,644.0,130,248.95,0,0,0.0,1,1
3367,1608,77.28,Transfer,2023-05-21 06:00:00,Desktop,Suburban,Food,1784.0,492,285.88,0,0,,0,0
3368,4331,1119.71,ATM Withdrawal,2023-05-21 07:00:00,Mobile,Urban,Clothing,1581.0,29,94.57,0,0,2.0,0,0
3369,2795,373.58,ATM Withdrawal,2023-05-21 08:00:00,Desktop,Suburban,Electronics,76.0,191,232.98,0,0,1.0,0,0
3370,2638,188.81,Online Purchase,2023-05-21 09:00:00,Tablet,Urban,,1901.0,197,161.58,0,0,0.0,1,0
3371,2575,8.19,Transfer,2023-05-21 10:00:00,Mobile,Urban,Electronics,587.0,241,126.42,0,0,1.0,1,0
3372,3832,463.43,ATM Withdrawal,2023-05-21 11:00:00,Mobile,Urban,Electronics,1665.0,90,271.47,0,0,4.0,0,0
3373,3148,163.03,ATM Withdrawal,2023-05-21 12:00:00,Mobile,Urban,Entertainment,212.0,1,173.5,1,0,1.0,0,0
3374,2382,405.71,Transfer,2023-05-21 13:00:00,Desktop,Urban,,383.0,275,213.69,0,0,1.0,0,0
3375,2403,359.67,Online Purchase,2023-05-21 14:00:00,Desktop,Urban,Clothing,516.0,464,185.88,1,0,4.0,0,0
3376,1819,357.96,POS Purchase,2023-05-21 15:00:00,Mobile,Urban,Food,245.0,96,200.2,0,0,4.0,1,0
3377,4292,239.58,Transfer,2023-05-21 16:00:00,Mobile,Suburban,Entertainment,921.0,464,164.84,0,0,0.0,1,0
3378,1819,68.9,ATM Withdrawal,2023-05-21 17:00:00,Desktop,Urban,Food,1476.0,484,169.36,0,0,2.0,0,0
3379,1419,81.94,POS Purchase,2023-05-21 18:00:00,Mobile,Suburban,Travel,1699.0,284,258.61,0,1,3.0,0,0
3380,1123,73.77,Online Purchase,2023-05-21 19:00:00,Mobile,Urban,Food,881.0,264,104.74,0,0,4.0,1,0
3381,1421,4.05,POS Purchase,2023-05-21 20:00:00,Tablet,Urban,Travel,858.0,3,226.19,0,0,4.0,0,0
3382,4302,174.73,POS Purchase,2023-05-21 21:00:00,Mobile,Suburban,Travel,1062.0,237,95.2,0,0,3.0,0,0
3383,4761,240.02,Online Purchase,2023-05-21 22:00:00,Desktop,Suburban,Entertainment,1038.0,39,39.8,0,0,1.0,0,0
3384,4134,384.65,ATM Withdrawal,2023-05-21 23:00:00,Tablet,Urban,Food,1266.0,438,272.91,0,0,4.0,0,0
3385,2508,30.2,Online Purchase,2023-05-22 00:00:00,Mobile,Urban,Electronics,1192.0,396,134.99,0,0,3.0,0,0
3386,4699,157.13,Online Purchase,2023-05-22 01:00:00,Desktop,Rural,Entertainment,,389,211.29,0,0,0.0,0,0
3387,4774,1.61,POS Purchase,2023-05-22 02:00:00,Desktop,Urban,Entertainment,,493,232.21,0,0,2.0,0,0
3388,2597,19.98,POS Purchase,2023-05-22 03:00:00,Desktop,Urban,Electronics,350.0,328,243.16,0,0,4.0,0,0
3389,1767,11.15,Online Purchase,2023-05-22 04:00:00,Mobile,Urban,Food,120.0,281,83.37,0,0,3.0,0,0
3390,3044,258.54,Online Purchase,2023-05-22 05:00:00,Desktop,Suburban,Entertainment,1943.0,240,203.59,0,0,4.0,0,0
3391,3530,16.91,Online Purchase,2023-05-22 06:00:00,Tablet,Suburban,Travel,344.0,102,232.87,0,0,1.0,1,0
3392,3566,252.08,Online Purchase,2023-05-22 07:00:00,Desktop,Urban,Electronics,141.0,296,53.54,0,0,4.0,0,0
3393,3202,57.44,Online Purchase,2023-05-22 08:00:00,,Urban,Clothing,1166.0,494,59.57,0,0,4.0,0,0
3394,3139,420.28,Online Purchase,2023-05-22 09:00:00,Desktop,Urban,Entertainment,1763.0,297,121.89,0,0,1.0,0,0
3395,4029,335.49,Online Purchase,2023-05-22 10:00:00,Tablet,Urban,Travel,,383,104.47,1,0,4.0,0,0
3396,2549,633.21,POS Purchase,2023-05-22 11:00:00,Mobile,Urban,Food,1316.0,461,243.23,0,0,1.0,0,0
3397,3502,430.42,Transfer,2023-05-22 12:00:00,Desktop,Urban,Food,397.0,495,199.96,0,0,,1,0
3398,2764,541.6,POS Purchase,2023-05-22 13:00:00,Desktop,Urban,Electronics,407.0,60,159.43,0,0,2.0,0,0
3399,3044,391.43,ATM Withdrawal,2023-05-22 14:00:00,Mobile,Suburban,Travel,858.0,61,49.79,0,0,2.0,1,0
3400,3645,236.43,Online Purchase,2023-05-22 15:00:00,Mobile,Suburban,Electronics,854.0,225,51.52,0,0,3.0,0,0
3401,4716,37.33,ATM Withdrawal,2023-05-22 16:00:00,Desktop,Suburban,Entertainment,1907.0,254,164.76,0,0,0.0,1,0
3402,1509,63.41,POS Purchase,2023-05-22 17:00:00,Mobile,Urban,Electronics,703.0,252,267.21,0,0,0.0,0,0
3403,2206,47.84,POS Purchase,2023-05-22 18:00:00,Mobile,Rural,Clothing,1649.0,451,237.02,0,0,2.0,0,0
3404,1385,185.06,Online Purchase,2023-05-22 19:00:00,Mobile,Rural,Electronics,586.0,276,266.84,0,0,3.0,0,0
3405,2597,140.08,Online Purchase,2023-05-22 20:00:00,Tablet,Urban,Electronics,1098.0,158,178.24,0,0,4.0,0,0
3406,4802,403.6,POS Purchase,2023-05-22 21:00:00,Mobile,Urban,Entertainment,,238,81.99,0,0,3.0,0,0
3407,3452,610.13,POS Purchase,2023-05-22 22:00:00,Desktop,Suburban,Travel,524.0,42,28.91,0,0,,0,0
3408,3293,103.79,ATM Withdrawal,2023-05-22 23:00:00,Mobile,Suburban,Clothing,1958.0,404,283.28,0,0,,0,0
3409,1741,141.19,Online Purchase,2023-05-23 00:00:00,Desktop,Rural,Electronics,751.0,362,153.06,0,0,0.0,0,0
3410,4662,711.69,Online Purchase,2023-05-23 01:00:00,Desktop,Suburban,Entertainment,,412,260.52,0,0,4.0,1,0
3411,3708,64.66,POS Purchase,2023-05-23 02:00:00,Desktop,Urban,Entertainment,276.0,438,225.23,0,0,4.0,0,0
3412,3697,314.42,ATM Withdrawal,2023-05-23 03:00:00,Desktop,Urban,Entertainment,203.0,313,253.01,0,0,2.0,1,0
3413,4542,,Online Purchase,2023-05-23 04:00:00,Desktop,Urban,Travel,65.0,151,78.98,0,0,1.0,1,0
3414,4897,228.8,POS Purchase,2023-05-23 05:00:00,Desktop,Suburban,Electronics,331.0,300,210.24,0,0,4.0,1,0
3415,2911,58.5,Online Purchase,2023-05-23 06:00:00,Mobile,Rural,Food,1863.0,79,222.35,0,0,2.0,0,0
3416,2446,430.37,POS Purchase,2023-05-23 07:00:00,Desktop,Urban,Clothing,1211.0,136,174.73,0,0,4.0,0,0
3417,1900,164.87,ATM Withdrawal,2023-05-23 08:00:00,Mobile,Urban,Food,1704.0,212,253.86,0,0,0.0,0,0
3418,3112,41.14,ATM Withdrawal,2023-05-23 09:00:00,Mobile,Urban,Travel,915.0,449,296.7,0,0,4.0,0,0
3419,4084,50.82,Online Purchase,2023-05-23 10:00:00,Desktop,Urban,Electronics,62.0,385,22.95,0,0,0.0,1,0
3420,3260,136.18,Online Purchase,2023-05-23 11:00:00,Desktop,Suburban,Food,1816.0,164,147.4,0,0,3.0,1,0
3421,3009,651.95,POS Purchase,2023-05-23 12:00:00,Mobile,Urban,,411.0,382,231.09,0,0,0.0,0,0
3422,1241,293.62,Online Purchase,2023-05-23 13:00:00,Tablet,Urban,Food,1931.0,164,223.18,0,0,0.0,1,0
3423,3540,,POS Purchase,2023-05-23 14:00:00,Desktop,Urban,Clothing,453.0,196,151.0,0,0,0.0,0,0
3424,4284,82.41,POS Purchase,2023-05-23 15:00:00,Mobile,Urban,Electronics,1891.0,301,255.8,0,0,4.0,0,0
3425,4764,159.38,Online Purchase,2023-05-23 16:00:00,Mobile,Urban,Entertainment,1736.0,261,209.01,0,0,1.0,0,0
3426,3385,275.95,ATM Withdrawal,2023-05-23 17:00:00,Tablet,Urban,Electronics,1675.0,47,173.54,0,0,0.0,1,0
3427,3020,306.43,Online Purchase,2023-05-23 18:00:00,Desktop,Urban,Food,1732.0,126,96.41,0,0,2.0,0,0
3428,1172,78.49,Transfer,2023-05-23 19:00:00,Mobile,Suburban,Electronics,1690.0,367,122.86,0,0,4.0,1,0
3429,1671,255.42,ATM Withdrawal,2023-05-23 20:00:00,Desktop,Suburban,Entertainment,755.0,135,296.94,0,0,1.0,0,0
3430,1163,214.47,ATM Withdrawal,2023-05-23 21:00:00,Desktop,Suburban,Clothing,1348.0,31,273.71,0,0,,1,0
3431,1464,639.39,Online Purchase,2023-05-23 22:00:00,Desktop,Suburban,Electronics,722.0,100,214.78,0,0,4.0,0,0
3432,4042,534.99,Transfer,2023-05-23 23:00:00,Desktop,Rural,Electronics,624.0,76,260.49,0,1,2.0,0,0
3433,1496,311.54,ATM Withdrawal,2023-05-24 00:00:00,Desktop,Suburban,Clothing,1011.0,194,58.07,0,0,3.0,0,0
3434,1699,257.03,Online Purchase,2023-05-24 01:00:00,Desktop,Urban,Clothing,444.0,200,94.92,0,0,,0,0
3435,3442,64.05,Online Purchase,2023-05-24 02:00:00,Tablet,Urban,Food,903.0,67,267.84,0,0,1.0,1,0
3436,1702,374.12,Online Purchase,2023-05-24 03:00:00,Tablet,Urban,Food,348.0,27,151.84,0,0,3.0,0,0
3437,2940,111.55,Transfer,2023-05-24 04:00:00,Desktop,Urban,Clothing,,423,185.46,0,0,,0,0
3438,3355,63.56,ATM Withdrawal,2023-05-24 05:00:00,Tablet,Suburban,Entertainment,787.0,399,267.43,0,0,0.0,0,0
3439,2791,96.95,Transfer,2023-05-24 06:00:00,Desktop,Suburban,Food,1606.0,56,133.12,0,0,3.0,1,0
3440,1182,361.5,ATM Withdrawal,2023-05-24 07:00:00,Mobile,Urban,Entertainment,1487.0,202,154.91,0,0,4.0,0,0
3441,1628,32.18,POS Purchase,2023-05-24 08:00:00,Tablet,Suburban,Clothing,88.0,54,51.41,0,0,4.0,0,0
3442,4865,121.82,Online Purchase,2023-05-24 09:00:00,Mobile,Urban,Electronics,206.0,82,297.6,0,0,2.0,1,0
3443,3557,135.6,Online Purchase,2023-05-24 10:00:00,Mobile,Rural,Clothing,1595.0,105,292.54,0,0,3.0,0,0
3444,2731,7.46,Online Purchase,2023-05-24 11:00:00,Desktop,Suburban,Clothing,1098.0,250,103.03,1,0,2.0,0,0
3445,1545,,POS Purchase,2023-05-24 12:00:00,Desktop,Suburban,Travel,1505.0,341,258.69,0,1,4.0,0,1
3446,2587,350.6,Transfer,2023-05-24 13:00:00,Desktop,Urban,Clothing,338.0,422,226.38,0,0,2.0,0,1
3447,1623,355.3,Transfer,2023-05-24 14:00:00,Desktop,Urban,Food,183.0,331,61.04,0,0,3.0,0,0
3448,4835,69.18,Online Purchase,2023-05-24 15:00:00,Mobile,Urban,Electronics,996.0,438,26.69,0,0,4.0,1,0
3449,1593,415.72,POS Purchase,2023-05-24 16:00:00,Tablet,Urban,Entertainment,1605.0,413,23.94,0,0,1.0,0,0
3450,1743,295.49,POS Purchase,2023-05-24 17:00:00,,Urban,Travel,1193.0,359,38.4,0,0,4.0,1,0
3451,4298,108.23,POS Purchase,2023-05-24 18:00:00,Tablet,Rural,Food,798.0,425,195.67,1,0,2.0,0,1
3452,2768,275.99,POS Purchase,2023-05-24 19:00:00,Mobile,Urban,Electronics,1635.0,132,157.81,0,0,2.0,0,0
3453,4804,650.56,Online Purchase,2023-05-24 20:00:00,Desktop,Urban,Entertainment,414.0,356,299.09,0,0,,0,0
3454,2459,122.86,Transfer,2023-05-24 21:00:00,Mobile,Urban,Electronics,1701.0,428,100.23,0,0,0.0,0,0
3455,2948,54.47,ATM Withdrawal,2023-05-24 22:00:00,Desktop,Urban,Food,777.0,191,223.2,0,0,0.0,1,1
3456,4493,568.83,ATM Withdrawal,2023-05-24 23:00:00,Mobile,Rural,Electronics,653.0,31,128.39,1,0,0.0,1,0
3457,3601,185.14,Online Purchase,2023-05-25 00:00:00,Mobile,Urban,Clothing,1086.0,97,47.53,0,0,1.0,1,0
3458,3068,22.25,Online Purchase,2023-05-25 01:00:00,Mobile,Rural,Electronics,,267,265.6,0,0,1.0,0,0
3459,3601,170.05,Online Purchase,2023-05-25 02:00:00,Desktop,Urban,Clothing,1424.0,106,132.0,0,1,1.0,0,0
3460,3444,138.86,ATM Withdrawal,2023-05-25 03:00:00,Tablet,Rural,Food,1231.0,65,276.74,1,0,4.0,0,0
3461,3672,387.02,Transfer,2023-05-25 04:00:00,Mobile,Urban,Travel,1413.0,494,282.34,0,0,4.0,0,0
3462,1104,151.3,POS Purchase,2023-05-25 05:00:00,Desktop,Suburban,Clothing,1699.0,51,249.64,0,0,3.0,0,0
3463,3239,58.94,ATM Withdrawal,2023-05-25 06:00:00,Desktop,Urban,Electronics,1756.0,198,27.75,0,0,0.0,0,0
3464,1016,225.18,POS Purchase,2023-05-25 07:00:00,Mobile,Suburban,Electronics,1489.0,287,290.49,0,0,3.0,0,0
3465,4191,156.43,Online Purchase,2023-05-25 08:00:00,Mobile,Suburban,Electronics,1952.0,231,54.77,0,0,0.0,0,0
3466,1392,53.07,ATM Withdrawal,2023-05-25 09:00:00,Mobile,Urban,Food,1900.0,162,280.77,0,0,2.0,0,0
3467,1424,170.49,ATM Withdrawal,2023-05-25 10:00:00,Mobile,Urban,Entertainment,35.0,240,189.83,1,0,3.0,0,0
3468,3176,344.67,Online Purchase,2023-05-25 11:00:00,Mobile,Rural,Electronics,1858.0,499,125.69,0,0,4.0,0,1
3469,4201,5.8,Online Purchase,2023-05-25 12:00:00,Mobile,Urban,Electronics,720.0,389,221.97,0,0,2.0,0,0
3470,1571,199.31,POS Purchase,2023-05-25 13:00:00,Mobile,Rural,Clothing,824.0,21,161.92,0,0,3.0,0,0
